machine,test,level,name,npe,real,comm_avg,speed
MareNostrum 5,mpi-laplacian-2d,12,restriction,256,0.0017609,0.000469296,9527650000.0
MareNostrum 5,mpi-laplacian-2d,12,restriction,512,0.000549255,0.000411699,30545400000.0
MareNostrum 5,mpi-laplacian-2d,12,restriction,1024,7.37676e-05,5.51088e-05,227433000000.0
MareNostrum 5,mpi-laplacian-2d,12,restriction,2048,2.74914e-05,2.32806e-05,610271000000.0
MareNostrum 5,mpi-laplacian-2d,12,restriction,4096,1.68465e-05,1.54607e-05,995889000000.0
MareNostrum 5,mpi-laplacian-2d,12,restriction,8192,1.79824e-05,1.74057e-05,932981000000.0
MareNostrum 5,mpi-laplacian-2d,12,restriction,16384,1.34804e-05,1.31789e-05,1244560000000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,2,0.049246,0.0,340682000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,4,0.027179,0.0,617286000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,8,0.0132192,0.0,1269150000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,16,0.00737456,0.0,2275010000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,32,0.00488869,0.0,3431840000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,64,0.00403028,0.0,4162790000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,128,0.00201559,0.0,8323740000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,256,0.00123332,0.0,13603200000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,512,0.000582992,0.0,28777800000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,1024,0.000189169,0.0,88688800000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,2048,0.000123933,0.0,135373000000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,4096,0.00011756,0.0,142713000000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,8192,0.00105981,0.0,15830400000.0
MareNostrum 5,mpi-laplacian-2d,12,sum,16384,0.00142291,0.0,11790800000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,4,2.24524,0.0885591,119558000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,8,1.13287,0.0354648,236951000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,16,0.556077,0.0677302,482731000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,32,0.285354,0.0204528,940709000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,64,0.134309,0.0251292,1998650000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,128,0.0749628,0.0210945,3580920000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,256,0.0402233,0.00711751,6673630000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,512,0.0199325,0.000682352,13467200000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,1024,0.0139455,0.00438085,19248800000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,2048,0.00749404,0.00261988,35819800000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,4096,0.00375863,0.00128287,71418500000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,8192,0.00193302,0.00117387,138868000000.0
MareNostrum 5,mpi-laplacian-2d,14,cos,16384,0.00170497,0.00138817,157443000000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,4,0.63078,0.034957,425561000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,8,0.313995,0.0179021,854904000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,16,0.213055,0.030047,1259940000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,32,0.130458,0.00303479,2057640000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,64,0.110813,0.00488819,2422420000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,128,0.0540162,0.00114054,4969540000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,256,0.0345912,0.00110993,7760220000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,512,0.0203735,0.000785969,13175700000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,1024,0.0101965,0.000532176,26326400000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,2048,0.00514542,0.000356487,52169800000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,4096,0.00229949,0.000218703,116737000000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,8192,0.000345667,0.000120612,776573000000.0
MareNostrum 5,mpi-laplacian-2d,14,laplacian,16384,0.000185626,0.000107236,1446110000000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,4,8.82933,0.352487,30402700.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,8,4.77853,0.291135,56175400.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,16,2.78358,0.185543,96435300.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,32,2.02485,0.251327,132571000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,64,1.57199,0.163112,170761000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,128,0.742719,0.0140964,361422000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,256,0.466765,0.0155328,575098000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,512,0.273881,0.0106919,980116000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,1024,0.139711,0.0100907,1921360000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,2048,0.0679266,0.00689207,3951850000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,4096,0.0310135,0.00526083,8655440000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,8192,0.0199775,0.0106266,13436900000.0
MareNostrum 5,mpi-laplacian-2d,14,poisson,16384,0.0163898,0.0100601,16378200000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,4,134.737,3.22529,1992290.0
MareNostrum 5,mpi-laplacian-2d,14,refine,8,48.8379,1.97353,5496450.0
MareNostrum 5,mpi-laplacian-2d,14,refine,16,13.0921,1.04638,20503700.0
MareNostrum 5,mpi-laplacian-2d,14,refine,32,6.86508,0.558648,39101600.0
MareNostrum 5,mpi-laplacian-2d,14,refine,64,2.67897,0.463918,100201000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,128,1.18386,0.342336,226746000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,256,0.700357,0.282114,383283000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,512,0.603886,0.368697,444514000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,1024,0.88022,0.733276,304964000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,2048,1.54526,1.40857,173715000.0
MareNostrum 5,mpi-laplacian-2d,14,refine,4096,3.58852,3.42376,74803800.0
MareNostrum 5,mpi-laplacian-2d,14,refine,8192,73.969,73.4562,3629030.0
MareNostrum 5,mpi-laplacian-2d,14,refine,16384,194.997,194.16,1376610.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,4,0.991711,0.0623869,270679000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,8,0.495711,0.0252994,541515000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,16,0.256016,0.0177142,1048510000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,32,0.146076,0.00803449,1837640000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,64,0.118289,0.0328951,2269320000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,128,0.0507475,0.0084886,5289630000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,256,0.0314353,0.00329609,8539290000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,512,0.0179511,0.00130968,14953700000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,1024,0.00967286,0.0016719,27751400000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,2048,0.00453087,0.000677648,59245900000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,4096,0.00240699,0.000696322,111523000000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,8192,0.000614669,0.000466698,436716000000.0
MareNostrum 5,mpi-laplacian-2d,14,restriction,16384,0.000233329,0.000212472,1150460000000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,4,0.404256,0.0,664023000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,8,0.213006,0.0,1260230000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,16,0.136019,0.0,1973510000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,32,0.082251,0.0,3263610000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,64,0.0708238,0.0,3790190000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,128,0.0269173,0.0,9972580000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,256,0.0174801,0.0,15356700000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,512,0.0108454,0.0,24751100000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,1024,0.00602895,0.0,44524400000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,2048,0.00329867,0.0,81377000000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,4096,0.0019353,0.0,138705000000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,8192,0.00128782,0.0,208442000000.0
MareNostrum 5,mpi-laplacian-2d,14,sum,16384,0.00124346,0.0,215877000000.0
Snellius,mpi-laplacian,6,cos,2,0.0060185,0.000115353,43556400.0
Snellius,mpi-laplacian,6,laplacian,2,0.002957,0.000490089,88652000.0
Snellius,mpi-laplacian,6,poisson,2,0.026168,0.00239698,10017700.0
Snellius,mpi-laplacian,6,refine,2,0.147696,0.0356644,1774890.0
Snellius,mpi-laplacian,6,restriction,2,0.001995,0.00109091,131401000.0
Snellius,mpi-laplacian,6,sum,2,0.000731,0.0,358610000.0
Snellius,mpi-laplacian,8,cos,2,0.493239,0.0211985,34014400.0
Snellius,mpi-laplacian,8,cos,4,0.248256,0.0116647,67580400.0
Snellius,mpi-laplacian,8,cos,8,0.121109,0.0174734,138530000.0
Snellius,mpi-laplacian,8,cos,16,0.0527913,0.00290572,317803000.0
Snellius,mpi-laplacian,8,cos,32,0.0363681,0.00826968,461317000.0
Snellius,mpi-laplacian,8,cos,64,0.0195782,0.0064891,856932000.0
Snellius,mpi-laplacian,8,cos,128,0.00751028,0.000595784,2233900000.0
Snellius,mpi-laplacian,8,cos,256,0.00429876,0.000842403,3902810000.0
Snellius,mpi-laplacian,8,cos,512,0.00379055,0.0021698,4426060000.0
Snellius,mpi-laplacian,8,cos,1024,0.000936408,0.000167904,17916600000.0
Snellius,mpi-laplacian,8,cos,2048,0.000880464,0.000502799,19055000000.0
Snellius,mpi-laplacian,8,cos,4096,0.000580838,0.000393173,28884500000.0
Snellius,mpi-laplacian,8,cos,8192,0.000280203,0.000187309,59875200000.0
Snellius,mpi-laplacian,8,cos,16384,0.000555774,0.000509236,30187100000.0
Snellius,mpi-laplacian,8,laplacian,2,0.241623,0.00835231,69435500.0
Snellius,mpi-laplacian,8,laplacian,4,0.12607,0.00736032,133078000.0
Snellius,mpi-laplacian,8,laplacian,8,0.0683871,0.00934712,245327000.0
Snellius,mpi-laplacian,8,laplacian,16,0.0330435,0.00486303,507731000.0
Snellius,mpi-laplacian,8,laplacian,32,0.0260402,0.010976,644281000.0
Snellius,mpi-laplacian,8,laplacian,64,0.010255,0.00256578,1636000000.0
Snellius,mpi-laplacian,8,laplacian,128,0.00838854,0.00221379,2000020000.0
Snellius,mpi-laplacian,8,laplacian,256,0.00430324,0.00130542,3898740000.0
Snellius,mpi-laplacian,8,laplacian,512,0.00140184,0.000665313,11968000000.0
Snellius,mpi-laplacian,8,laplacian,1024,0.000790843,0.000469413,21214300000.0
Snellius,mpi-laplacian,8,laplacian,2048,0.000624385,0.000456802,26870000000.0
Snellius,mpi-laplacian,8,laplacian,4096,0.000330069,0.000255634,50829400000.0
Snellius,mpi-laplacian,8,laplacian,8192,0.000222124,0.000185615,75531000000.0
Snellius,mpi-laplacian,8,laplacian,16384,0.000191008,0.000170231,87835300000.0
Snellius,mpi-laplacian,8,poisson,2,2.50257,0.0740012,6703990.0
Snellius,mpi-laplacian,8,poisson,4,1.30363,0.0772997,12869600.0
Snellius,mpi-laplacian,8,poisson,8,0.684074,0.0858615,24525400.0
Snellius,mpi-laplacian,8,poisson,16,0.327047,0.0425954,51299100.0
Snellius,mpi-laplacian,8,poisson,32,0.188023,0.036747,89229700.0
Snellius,mpi-laplacian,8,poisson,64,0.104547,0.0231883,160475000.0
Snellius,mpi-laplacian,8,poisson,128,0.0953096,0.0300301,176029000.0
Snellius,mpi-laplacian,8,poisson,256,0.0410475,0.0139364,408727000.0
Snellius,mpi-laplacian,8,poisson,512,0.0219455,0.0130353,764494000.0
Snellius,mpi-laplacian,8,poisson,1024,0.0158201,0.0117065,1060500000.0
Snellius,mpi-laplacian,8,poisson,2048,0.0126188,0.0102123,1329540000.0
Snellius,mpi-laplacian,8,poisson,4096,0.0183465,0.0161102,914463000.0
Snellius,mpi-laplacian,8,poisson,8192,0.0173172,0.0147902,968818000.0
Snellius,mpi-laplacian,8,poisson,16384,0.0265129,0.0222953,632795000.0
Snellius,mpi-laplacian,8,refine,2,8.65317,0.910452,1938850.0
Snellius,mpi-laplacian,8,refine,4,3.64563,0.678271,4602010.0
Snellius,mpi-laplacian,8,refine,8,2.01349,0.475251,8332390.0
Snellius,mpi-laplacian,8,refine,16,1.19207,0.397661,14074000.0
Snellius,mpi-laplacian,8,refine,32,0.746316,0.307385,22480000.0
Snellius,mpi-laplacian,8,refine,64,0.542735,0.288746,30912400.0
Snellius,mpi-laplacian,8,refine,128,0.503809,0.331817,33300700.0
Snellius,mpi-laplacian,8,refine,256,0.660457,0.532698,25402400.0
Snellius,mpi-laplacian,8,refine,512,1.14554,1.00614,14645700.0
Snellius,mpi-laplacian,8,refine,1024,3.1866,2.81213,5264930.0
Snellius,mpi-laplacian,8,refine,2048,7.73521,7.03933,2168940.0
Snellius,mpi-laplacian,8,refine,4096,20.9173,19.5954,802075.0
Snellius,mpi-laplacian,8,refine,8192,193.25,186.681,86815.9
Snellius,mpi-laplacian,8,refine,16384,594.028,582.654,28243.1
Snellius,mpi-laplacian,8,restriction,2,0.126031,0.0136362,133120000.0
Snellius,mpi-laplacian,8,restriction,4,0.065126,0.0145524,257612000.0
Snellius,mpi-laplacian,8,restriction,8,0.036299,0.0117738,462195000.0
Snellius,mpi-laplacian,8,restriction,16,0.013091,0.00206034,1281580000.0
Snellius,mpi-laplacian,8,restriction,32,0.0202092,0.0130216,830178000.0
Snellius,mpi-laplacian,8,restriction,64,0.00709016,0.00377704,2366270000.0
Snellius,mpi-laplacian,8,restriction,128,0.00421623,0.00154441,3979190000.0
Snellius,mpi-laplacian,8,restriction,256,0.00274324,0.00157654,6115840000.0
Snellius,mpi-laplacian,8,restriction,512,0.000744736,0.000609968,22527700000.0
Snellius,mpi-laplacian,8,restriction,1024,0.000225095,0.000191113,74533900000.0
Snellius,mpi-laplacian,8,restriction,2048,0.000145006,0.000132933,115700000000.0
Snellius,mpi-laplacian,8,restriction,4096,0.000109238,0.000104447,153584000000.0
Snellius,mpi-laplacian,8,restriction,8192,3.94181e-05,3.73187e-05,425622000000.0
Snellius,mpi-laplacian,8,restriction,16384,5.84e-05,5.72961e-05,287281000000.0
Snellius,mpi-laplacian,8,sum,2,0.106311,0.0,157813000.0
Snellius,mpi-laplacian,8,sum,4,0.0536695,0.0,312602000.0
Snellius,mpi-laplacian,8,sum,8,0.0401231,0.0,418143000.0
Snellius,mpi-laplacian,8,sum,16,0.0137519,0.0,1219990000.0
Snellius,mpi-laplacian,8,sum,32,0.0105163,0.0,1595350000.0
Snellius,mpi-laplacian,8,sum,64,0.00349819,0.0,4795970000.0
Snellius,mpi-laplacian,8,sum,128,0.00316372,0.0,5303000000.0
Snellius,mpi-laplacian,8,sum,256,0.0016279,0.0,10306100000.0
Snellius,mpi-laplacian,8,sum,512,0.000301744,0.0,55600800000.0
Snellius,mpi-laplacian,8,sum,1024,0.000152431,0.0,110064000000.0
Snellius,mpi-laplacian,8,sum,2048,0.000119272,0.0,140663000000.0
Snellius,mpi-laplacian,8,sum,4096,4.5879e-05,0.0,365684000000.0
Snellius,mpi-laplacian,8,sum,8192,0.000244483,0.0,68623300000.0
Snellius,mpi-laplacian,8,sum,16384,7.79611e-05,0.0,215200000000.0
Snellius,mpi-laplacian,9,cos,2,4.02738,0.177575,33326300.0
Snellius,mpi-laplacian,9,cos,4,2.21276,0.0784565,60656400.0
Snellius,mpi-laplacian,9,cos,8,1.0766,0.0992976,124668000.0
Snellius,mpi-laplacian,9,cos,16,0.466825,0.0288013,287512000.0
Snellius,mpi-laplacian,9,cos,32,0.264938,0.0258707,506600000.0
Snellius,mpi-laplacian,9,cos,64,0.115467,0.0102547,1162390000.0
Snellius,mpi-laplacian,9,cos,128,0.0620422,0.00653721,2163330000.0
Snellius,mpi-laplacian,9,cos,256,0.030265,0.00256569,4434750000.0
Snellius,mpi-laplacian,9,cos,512,0.0173658,0.00172153,7728840000.0
Snellius,mpi-laplacian,9,cos,1024,0.0104033,0.00271553,12901400000.0
Snellius,mpi-laplacian,9,cos,2048,0.00507891,0.0010766,26426500000.0
Snellius,mpi-laplacian,9,cos,4096,0.00385859,0.00221275,34784100000.0
Snellius,mpi-laplacian,9,cos,8192,0.080056,0.0792903,1676550000.0
Snellius,mpi-laplacian,9,cos,16384,0.00234867,0.0019725,57146400000.0
Snellius,mpi-laplacian,9,laplacian,2,1.75789,0.038794,76351500.0
Snellius,mpi-laplacian,9,laplacian,4,0.889723,0.0349867,150853000.0
Snellius,mpi-laplacian,9,laplacian,8,0.483004,0.0365046,277881000.0
Snellius,mpi-laplacian,9,laplacian,16,0.264868,0.0241565,506734000.0
Snellius,mpi-laplacian,9,laplacian,32,0.146705,0.0178111,914879000.0
Snellius,mpi-laplacian,9,laplacian,64,0.0878037,0.0145526,1528610000.0
Snellius,mpi-laplacian,9,laplacian,128,0.0667835,0.0111096,2009740000.0
Snellius,mpi-laplacian,9,laplacian,256,0.0346871,0.00713324,3869390000.0
Snellius,mpi-laplacian,9,laplacian,512,0.0208211,0.00562178,6446250000.0
Snellius,mpi-laplacian,9,laplacian,1024,0.00995087,0.00301781,13488000000.0
Snellius,mpi-laplacian,9,laplacian,2048,0.0056513,0.00190957,23749900000.0
Snellius,mpi-laplacian,9,laplacian,4096,0.00174916,0.000888674,76732800000.0
Snellius,mpi-laplacian,9,laplacian,8192,0.00121399,0.00089121,110559000000.0
Snellius,mpi-laplacian,9,laplacian,16384,0.000569183,0.000416284,235808000000.0
Snellius,mpi-laplacian,9,poisson,2,19.3423,0.382072,6939090.0
Snellius,mpi-laplacian,9,poisson,4,9.71158,0.356536,13820400.0
Snellius,mpi-laplacian,9,poisson,8,5.26531,0.42933,25491000.0
Snellius,mpi-laplacian,9,poisson,16,2.68835,0.19611,49925600.0
Snellius,mpi-laplacian,9,poisson,32,1.50152,0.152103,89388100.0
Snellius,mpi-laplacian,9,poisson,64,0.967848,0.133096,138676000.0
Snellius,mpi-laplacian,9,poisson,128,0.701294,0.103702,191386000.0
Snellius,mpi-laplacian,9,poisson,256,0.355762,0.0616908,377268000.0
Snellius,mpi-laplacian,9,poisson,512,0.229135,0.0561043,585760000.0
Snellius,mpi-laplacian,9,poisson,1024,0.110844,0.0351195,1210880000.0
Snellius,mpi-laplacian,9,poisson,2048,0.0560648,0.0231495,2393980000.0
Snellius,mpi-laplacian,9,poisson,4096,0.0389576,0.0245579,3445230000.0
Snellius,mpi-laplacian,9,poisson,8192,0.0352789,0.0237499,3804480000.0
Snellius,mpi-laplacian,9,poisson,16384,0.033309,0.0219838,4029480000.0
Snellius,mpi-laplacian,9,refine,2,139.127,5.54714,964715.0
Snellius,mpi-laplacian,9,refine,4,102.563,3.71373,1308630.0
Snellius,mpi-laplacian,9,refine,8,25.5934,2.26733,5244230.0
Snellius,mpi-laplacian,9,refine,16,9.19937,1.65459,14589900.0
Snellius,mpi-laplacian,9,refine,32,4.60111,1.25701,29170800.0
Snellius,mpi-laplacian,9,refine,64,2.71288,0.978785,49474200.0
Snellius,mpi-laplacian,9,refine,128,1.74848,0.778086,76762600.0
Snellius,mpi-laplacian,9,refine,256,1.41093,0.881408,95127200.0
Snellius,mpi-laplacian,9,refine,512,1.7573,1.39061,76377100.0
Snellius,mpi-laplacian,9,refine,1024,3.55953,3.05749,37706600.0
Snellius,mpi-laplacian,9,refine,2048,7.68795,6.93063,17458200.0
Snellius,mpi-laplacian,9,refine,4096,20.1397,18.7688,6664330.0
Snellius,mpi-laplacian,9,refine,8192,221.706,214.976,605386.0
Snellius,mpi-laplacian,9,refine,16384,652.374,640.884,205737.0
Snellius,mpi-laplacian,9,restriction,2,0.924782,0.0309847,145134000.0
Snellius,mpi-laplacian,9,restriction,4,0.478932,0.0252161,280244000.0
Snellius,mpi-laplacian,9,restriction,8,0.248396,0.0223401,540337000.0
Snellius,mpi-laplacian,9,restriction,16,0.103628,0.00845495,1295190000.0
Snellius,mpi-laplacian,9,restriction,32,0.0761401,0.0175846,1762770000.0
Snellius,mpi-laplacian,9,restriction,64,0.0587956,0.00763895,2282790000.0
Snellius,mpi-laplacian,9,restriction,128,0.0292094,0.0048326,4595020000.0
Snellius,mpi-laplacian,9,restriction,256,0.015247,0.00345735,8802900000.0
Snellius,mpi-laplacian,9,restriction,512,0.0103235,0.00394001,13001200000.0
Snellius,mpi-laplacian,9,restriction,1024,0.00549849,0.00258179,24409900000.0
Snellius,mpi-laplacian,9,restriction,2048,0.00372241,0.00238757,36056700000.0
Snellius,mpi-laplacian,9,restriction,4096,0.00118962,0.00103887,112824000000.0
Snellius,mpi-laplacian,9,restriction,8192,0.000360147,0.000322999,372675000000.0
Snellius,mpi-laplacian,9,restriction,16384,0.000348486,0.000334832,385145000000.0
Snellius,mpi-laplacian,9,sum,2,0.874475,0.0,153484000.0
Snellius,mpi-laplacian,9,sum,4,0.414394,0.0,323889000.0
Snellius,mpi-laplacian,9,sum,8,0.227745,0.0,589334000.0
Snellius,mpi-laplacian,9,sum,16,0.110942,0.0,1209800000.0
Snellius,mpi-laplacian,9,sum,32,0.063762,0.0,2104980000.0
Snellius,mpi-laplacian,9,sum,64,0.0517924,0.0,2591460000.0
Snellius,mpi-laplacian,9,sum,128,0.0267917,0.0,5009680000.0
Snellius,mpi-laplacian,9,sum,256,0.0140814,0.0,9531590000.0
Snellius,mpi-laplacian,9,sum,512,0.00789825,0.0,16993300000.0
Snellius,mpi-laplacian,9,sum,1024,0.00364807,0.0,36791400000.0
Snellius,mpi-laplacian,9,sum,2048,0.00176295,0.0,76132500000.0
Snellius,mpi-laplacian,9,sum,4096,0.000411254,0.0,326362000000.0
Snellius,mpi-laplacian,9,sum,8192,0.000200673,0.0,668837000000.0
Snellius,mpi-laplacian,9,sum,16384,0.000156444,0.0,857931000000.0
Snellius,mpi-laplacian-2d,8,cos,2,0.00100283,3.04973e-05,65350800.0
Snellius,mpi-laplacian-2d,8,laplacian,2,0.000239333,2.1412e-05,273827000.0
Snellius,mpi-laplacian-2d,8,poisson,2,0.00348133,0.000314278,18825000.0
Snellius,mpi-laplacian-2d,8,refine,2,0.0156215,0.00524503,4195240.0
Snellius,mpi-laplacian-2d,8,restriction,2,6.6e-05,1.44675e-05,992970000.0
Snellius,mpi-laplacian-2d,8,sum,2,0.000111333,0.0,588647000.0
Snellius,mpi-laplacian-2d,12,cos,2,0.316815,0.0255948,52955900.0
Snellius,mpi-laplacian-2d,12,cos,4,0.135854,0.00256963,123495000.0
Snellius,mpi-laplacian-2d,12,cos,8,0.0707286,0.00548905,237205000.0
Snellius,mpi-laplacian-2d,12,cos,16,0.042384,0.00829745,395838000.0
Snellius,mpi-laplacian-2d,12,cos,32,0.0215297,0.00434686,779260000.0
Snellius,mpi-laplacian-2d,12,cos,64,0.00989573,0.00128133,1695400000.0
Snellius,mpi-laplacian-2d,12,cos,128,0.00567183,0.00063594,2957990000.0
Snellius,mpi-laplacian-2d,12,cos,256,0.00359539,0.000941067,4666310000.0
Snellius,mpi-laplacian-2d,12,cos,512,0.00163777,0.000536469,10244000000.0
Snellius,mpi-laplacian-2d,12,cos,1024,0.000754769,0.00022517,22228300000.0
Snellius,mpi-laplacian-2d,12,cos,2048,0.000886358,0.00062332,18928300000.0
Snellius,mpi-laplacian-2d,12,cos,4096,0.000357785,0.000228589,46892000000.0
Snellius,mpi-laplacian-2d,12,cos,8192,0.00022238,0.000157924,75444000000.0
Snellius,mpi-laplacian-2d,12,cos,16384,0.000412805,0.00038054,40642000000.0
Snellius,mpi-laplacian-2d,12,laplacian,2,0.0779915,0.00115929,215116000.0
Snellius,mpi-laplacian-2d,12,laplacian,4,0.040096,0.000946395,418426000.0
Snellius,mpi-laplacian-2d,12,laplacian,8,0.0199525,0.000645267,840858000.0
Snellius,mpi-laplacian-2d,12,laplacian,16,0.0103645,0.000384111,1618720000.0
Snellius,mpi-laplacian-2d,12,laplacian,32,0.00611469,0.000421232,2743760000.0
Snellius,mpi-laplacian-2d,12,laplacian,64,0.00553219,0.000502925,3032650000.0
Snellius,mpi-laplacian-2d,12,laplacian,128,0.00388923,0.000592991,4313760000.0
Snellius,mpi-laplacian-2d,12,laplacian,256,0.00175437,0.000365138,9563090000.0
Snellius,mpi-laplacian-2d,12,laplacian,512,0.0005664,0.000166245,29620800000.0
Snellius,mpi-laplacian-2d,12,laplacian,1024,0.000263731,7.68381e-05,63614900000.0
Snellius,mpi-laplacian-2d,12,laplacian,2048,0.000167853,6.77212e-05,99952100000.0
Snellius,mpi-laplacian-2d,12,laplacian,4096,7.71721e-05,3.71784e-05,217400000000.0
Snellius,mpi-laplacian-2d,12,laplacian,8192,5.60242e-05,3.25583e-05,299464000000.0
Snellius,mpi-laplacian-2d,12,laplacian,16384,8.9983e-05,7.65173e-05,186449000000.0
Snellius,mpi-laplacian-2d,12,poisson,2,1.36021,0.00758359,12334300.0
Snellius,mpi-laplacian-2d,12,poisson,4,0.727513,0.0168317,23061100.0
Snellius,mpi-laplacian-2d,12,poisson,8,0.33361,0.00822734,50289900.0
Snellius,mpi-laplacian-2d,12,poisson,16,0.178264,0.00720862,94114400.0
Snellius,mpi-laplacian-2d,12,poisson,32,0.0981471,0.00503236,170940000.0
Snellius,mpi-laplacian-2d,12,poisson,64,0.0747667,0.00490456,224394000.0
Snellius,mpi-laplacian-2d,12,poisson,128,0.0480562,0.00541522,349117000.0
Snellius,mpi-laplacian-2d,12,poisson,256,0.0193056,0.00365931,869033000.0
Snellius,mpi-laplacian-2d,12,poisson,512,0.00626688,0.00222214,2677120000.0
Snellius,mpi-laplacian-2d,12,poisson,1024,0.00433194,0.00229551,3872910000.0
Snellius,mpi-laplacian-2d,12,poisson,2048,0.00335188,0.00191494,5005310000.0
Snellius,mpi-laplacian-2d,12,poisson,4096,0.0046352,0.00312168,3619520000.0
Snellius,mpi-laplacian-2d,12,poisson,8192,0.0079777,0.00316161,2103010000.0
Snellius,mpi-laplacian-2d,12,poisson,16384,0.00724352,0.00374086,2316170000.0
Snellius,mpi-laplacian-2d,12,refine,2,4.85735,0.715206,3453990.0
Snellius,mpi-laplacian-2d,12,refine,4,2.19902,0.362573,7629400.0
Snellius,mpi-laplacian-2d,12,refine,8,0.985818,0.231611,17018600.0
Snellius,mpi-laplacian-2d,12,refine,16,0.523954,0.128626,32020400.0
Snellius,mpi-laplacian-2d,12,refine,32,0.292204,0.104638,57416200.0
Snellius,mpi-laplacian-2d,12,refine,64,0.171474,0.065958,97840900.0
Snellius,mpi-laplacian-2d,12,refine,128,0.133928,0.0784303,125270000.0
Snellius,mpi-laplacian-2d,12,refine,256,0.162308,0.128902,103366000.0
Snellius,mpi-laplacian-2d,12,refine,512,0.355961,0.323187,47132100.0
