machine,test,level,name,npe,real,comm_avg,speed
Snellius,mpi-laplacian-2d,12,refine,1024,0.760446,0.716128,22062300.0
Snellius,mpi-laplacian-2d,12,refine,2048,1.96911,1.87456,8520190.0
Snellius,mpi-laplacian-2d,12,refine,4096,4.24239,4.06531,3954660.0
Snellius,mpi-laplacian-2d,12,refine,8192,78.0901,77.2923,214844.0
Snellius,mpi-laplacian-2d,12,refine,16384,267.131,265.742,62805.3
Snellius,mpi-laplacian-2d,12,restriction,2,0.145205,0.019574,115542000.0
Snellius,mpi-laplacian-2d,12,restriction,4,0.058415,0.00330789,287207000.0
Snellius,mpi-laplacian-2d,12,restriction,8,0.0282025,0.00174666,594884000.0
Snellius,mpi-laplacian-2d,12,restriction,16,0.0176114,0.00334831,952635000.0
Snellius,mpi-laplacian-2d,12,restriction,32,0.00903906,0.00153333,1856080000.0
Snellius,mpi-laplacian-2d,12,restriction,64,0.00624758,0.000816895,2685400000.0
Snellius,mpi-laplacian-2d,12,restriction,128,0.00368505,0.000788807,4552770000.0
Snellius,mpi-laplacian-2d,12,restriction,256,0.00154052,0.000473293,10890600000.0
Snellius,mpi-laplacian-2d,12,restriction,512,0.0002327,0.000123398,72098100000.0
Snellius,mpi-laplacian-2d,12,restriction,1024,8.1153e-05,5.66331e-05,206736000000.0
Snellius,mpi-laplacian-2d,12,restriction,2048,2.60885e-05,1.92901e-05,643089000000.0
Snellius,mpi-laplacian-2d,12,restriction,4096,1.56189e-05,1.35849e-05,1074160000000.0
Snellius,mpi-laplacian-2d,12,restriction,8192,9.35575e-06,8.57872e-06,1793250000000.0
Snellius,mpi-laplacian-2d,12,restriction,16384,3.96676e-06,3.58701e-06,4229450000000.0
Snellius,mpi-laplacian-2d,12,sum,2,0.091399,0.0,183560000.0
Snellius,mpi-laplacian-2d,12,sum,4,0.0457105,0.0,367032000.0
Snellius,mpi-laplacian-2d,12,sum,8,0.022667,0.0,740160000.0
Snellius,mpi-laplacian-2d,12,sum,16,0.0117203,0.0,1431460000.0
Snellius,mpi-laplacian-2d,12,sum,32,0.00639144,0.0,2624950000.0
Snellius,mpi-laplacian-2d,12,sum,64,0.00463803,0.0,3617310000.0
Snellius,mpi-laplacian-2d,12,sum,128,0.0029263,0.0,5733260000.0
Snellius,mpi-laplacian-2d,12,sum,256,0.00110849,0.0,15135200000.0
Snellius,mpi-laplacian-2d,12,sum,512,0.000197613,0.0,84899500000.0
Snellius,mpi-laplacian-2d,12,sum,1024,7.87168e-05,0.0,213134000000.0
Snellius,mpi-laplacian-2d,12,sum,2048,5.0757e-05,0.0,330540000000.0
Snellius,mpi-laplacian-2d,12,sum,4096,4.17887e-05,0.0,401477000000.0
Snellius,mpi-laplacian-2d,12,sum,8192,4.79337e-05,0.0,350009000000.0
Snellius,mpi-laplacian-2d,12,sum,16384,0.000103438,0.0,162196000000.0
Snellius,mpi-laplacian-2d,14,cos,4,3.00412,0.195351,89355700.0
Snellius,mpi-laplacian-2d,14,cos,8,1.3968,0.0777819,192180000.0
Snellius,mpi-laplacian-2d,14,cos,16,0.712343,0.0823303,376834000.0
Snellius,mpi-laplacian-2d,14,cos,32,0.307375,0.0369152,873315000.0
Snellius,mpi-laplacian-2d,14,cos,64,0.17584,0.0335449,1526590000.0
Snellius,mpi-laplacian-2d,14,cos,128,0.0875906,0.00674925,3064660000.0
Snellius,mpi-laplacian-2d,14,cos,256,0.0614666,0.0208251,4367180000.0
Snellius,mpi-laplacian-2d,14,cos,512,0.0389331,0.0144849,6894780000.0
Snellius,mpi-laplacian-2d,14,cos,1024,0.016396,0.00436017,16372000000.0
Snellius,mpi-laplacian-2d,14,cos,2048,0.0108596,0.00464618,24718700000.0
Snellius,mpi-laplacian-2d,14,cos,4096,0.00434229,0.0012073,61818900000.0
Snellius,mpi-laplacian-2d,14,cos,8192,0.00267204,0.00153153,100461000000.0
Snellius,mpi-laplacian-2d,14,cos,16384,0.00239175,0.00186636,112234000000.0
Snellius,mpi-laplacian-2d,14,laplacian,4,0.662433,0.023014,405227000.0
Snellius,mpi-laplacian-2d,14,laplacian,8,0.346301,0.0300579,775151000.0
Snellius,mpi-laplacian-2d,14,laplacian,16,0.196682,0.0283311,1364820000.0
Snellius,mpi-laplacian-2d,14,laplacian,32,0.0953892,0.00166072,2814110000.0
Snellius,mpi-laplacian-2d,14,laplacian,64,0.09074,0.00661076,2958290000.0
Snellius,mpi-laplacian-2d,14,laplacian,128,0.0654637,0.00293179,4100520000.0
Snellius,mpi-laplacian-2d,14,laplacian,256,0.0333044,0.00223029,8060070000.0
Snellius,mpi-laplacian-2d,14,laplacian,512,0.0201534,0.00185845,13319600000.0
Snellius,mpi-laplacian-2d,14,laplacian,1024,0.0100071,0.00120931,26824500000.0
Snellius,mpi-laplacian-2d,14,laplacian,2048,0.0050704,0.000859936,52941700000.0
Snellius,mpi-laplacian-2d,14,laplacian,4096,0.00250019,0.00055208,107366000000.0
Snellius,mpi-laplacian-2d,14,laplacian,8192,0.000537729,0.000145121,499202000000.0
Snellius,mpi-laplacian-2d,14,laplacian,16384,0.000286789,8.89302e-05,936003000000.0
Snellius,mpi-laplacian-2d,14,poisson,4,11.8108,0.248547,22728000.0
Snellius,mpi-laplacian-2d,14,poisson,8,5.82494,0.180714,46083800.0
Snellius,mpi-laplacian-2d,14,poisson,16,3.28413,0.231103,81737300.0
Snellius,mpi-laplacian-2d,14,poisson,32,1.77098,0.108261,151575000.0
Snellius,mpi-laplacian-2d,14,poisson,64,1.3619,0.0519215,197104000.0
Snellius,mpi-laplacian-2d,14,poisson,128,0.946577,0.0407129,283585000.0
Snellius,mpi-laplacian-2d,14,poisson,256,0.469298,0.0226559,571994000.0
Snellius,mpi-laplacian-2d,14,poisson,512,0.285878,0.021651,938987000.0
Snellius,mpi-laplacian-2d,14,poisson,1024,0.135863,0.0135637,1975780000.0
Snellius,mpi-laplacian-2d,14,poisson,2048,0.0784778,0.0120933,3420530000.0
Snellius,mpi-laplacian-2d,14,poisson,4096,0.0283952,0.00606888,9453540000.0
Snellius,mpi-laplacian-2d,14,poisson,8192,0.0117357,0.00422491,22873300000.0
Snellius,mpi-laplacian-2d,14,poisson,16384,0.0123407,0.00622754,21752100000.0
Snellius,mpi-laplacian-2d,14,refine,4,109.624,5.32588,2448690.0
Snellius,mpi-laplacian-2d,14,refine,8,33.5889,2.80217,7991800.0
Snellius,mpi-laplacian-2d,14,refine,16,15.0421,1.5185,17845600.0
Snellius,mpi-laplacian-2d,14,refine,32,5.1894,0.864013,51727600.0
Snellius,mpi-laplacian-2d,14,refine,64,2.50732,0.506815,107061000.0
Snellius,mpi-laplacian-2d,14,refine,128,1.23484,0.335557,217384000.0
Snellius,mpi-laplacian-2d,14,refine,256,0.734745,0.285103,365345000.0
Snellius,mpi-laplacian-2d,14,refine,512,0.722836,0.474458,371364000.0
Snellius,mpi-laplacian-2d,14,refine,1024,0.92967,0.769055,288743000.0
Snellius,mpi-laplacian-2d,14,refine,2048,2.05806,1.89848,130431000.0
Snellius,mpi-laplacian-2d,14,refine,4096,5.86259,5.65061,45787800.0
Snellius,mpi-laplacian-2d,14,refine,8192,82.938,82.1025,3236580.0
Snellius,mpi-laplacian-2d,14,refine,16384,248.469,247.082,1080360.0
Snellius,mpi-laplacian-2d,14,restriction,4,1.20976,0.0447194,221892000.0
Snellius,mpi-laplacian-2d,14,restriction,8,0.619623,0.0405815,433224000.0
Snellius,mpi-laplacian-2d,14,restriction,16,0.305955,0.0573411,877368000.0
Snellius,mpi-laplacian-2d,14,restriction,32,0.130643,0.00496382,2054730000.0
Snellius,mpi-laplacian-2d,14,restriction,64,0.114694,0.0219171,2340450000.0
Snellius,mpi-laplacian-2d,14,restriction,128,0.0569552,0.0024241,4713100000.0
Snellius,mpi-laplacian-2d,14,restriction,256,0.028861,0.00175486,9300970000.0
Snellius,mpi-laplacian-2d,14,restriction,512,0.0176085,0.00221995,15244700000.0
Snellius,mpi-laplacian-2d,14,restriction,1024,0.00857967,0.0012446,31287400000.0
Snellius,mpi-laplacian-2d,14,restriction,2048,0.00634463,0.00281054,42309100000.0
Snellius,mpi-laplacian-2d,14,restriction,4096,0.0021673,0.000785446,123857000000.0
Snellius,mpi-laplacian-2d,14,restriction,8192,0.000365474,0.000227074,734486000000.0
Snellius,mpi-laplacian-2d,14,restriction,16384,0.000116157,8.86368e-05,2310960000000.0
Snellius,mpi-laplacian-2d,14,sum,4,0.776883,0.0,345529000.0
Snellius,mpi-laplacian-2d,14,sum,8,0.380695,0.0,705119000.0
Snellius,mpi-laplacian-2d,14,sum,16,0.225852,0.0,1188550000.0
Snellius,mpi-laplacian-2d,14,sum,32,0.1033,0.0,2598610000.0
Snellius,mpi-laplacian-2d,14,sum,64,0.0925413,0.0,2900710000.0
Snellius,mpi-laplacian-2d,14,sum,128,0.0411026,0.0,6530860000.0
Snellius,mpi-laplacian-2d,14,sum,256,0.0202351,0.0,13265800000.0
Snellius,mpi-laplacian-2d,14,sum,512,0.0151374,0.0,17733300000.0
Snellius,mpi-laplacian-2d,14,sum,1024,0.00669796,0.0,40077200000.0
Snellius,mpi-laplacian-2d,14,sum,2048,0.00380791,0.0,70494300000.0
Snellius,mpi-laplacian-2d,14,sum,4096,0.00154159,0.0,174129000000.0
Snellius,mpi-laplacian-2d,14,sum,8192,0.000323789,0.0,829045000000.0
Snellius,mpi-laplacian-2d,14,sum,16384,0.000231628,0.0,1158910000000.0
